id,name,category,shortDescription,longDescription,address,latitude,longitude,openingHours,priceRange,averageRating,isPartner,imageUrls,highlights
85c129ef-d047-5b0c-933f-bef8154c2ff5,Ilha de Areia Vermelha,Natureza,Banco de areia avermelhado que surge apenas na maré baixa.,"Parque Estadual Marinho de Areia Vermelha, localizado a 1,5 km da costa de Cabedelo. O banco de areia surge na maré baixa cercado por piscinas naturais de águas quentes.","Costa de Cabedelo, Cabedelo - PB",-7.0119,-34.8256,Varia de acordo com a maré baixa (Consulte a tábua de marés),3,4.7,False,https://upload.wikimedia.org/wikipedia/commons/d/df/Areia_Vermelha_Cabedelo.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fc/Areia_Vermelha_Cabedelo_PB.jpg,Parque Estadual Marinho preservado|Bancos de areia no meio do oceano|Águas calmas e rasas para crianças
ad43072f-d032-5e19-b58d-19ec75fb9091,Hotel Globo,Histórico,Hotel histórico transformado em museu no Centro Histórico.,Edifício histórico fundado em 1929 pelo hoteleiro Henriqueta César. Apresenta arquitetura eclética e jardins art déco com vista espetacular para o Rio Sanhauá e pôr do sol.,"Largo de São Frei Pedro Gonçalves, 7 - Varadouro, João Pessoa - PB",-7.1139,-34.8894,"Diariamente, 08:30 - 17:30",1,4.6,False,https://upload.wikimedia.org/wikipedia/commons/4/4b/Antigo_Hotel_Globo_-_Joao_Pessoa_-_Paraiba.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6f/Varadouro_J_Pessoa_P_B.jpg,Mirante para o Rio Sanhauá|Pôr do sol histórico|Arquitetura eclética preservada
5dbfb4f3-6754-5fd0-a09c-f99d2723dab3,Bica (Parque Arruda Câmara),Natureza,Jardim botânico e zoológico histórico no centro da cidade.,"O Parque Zoobotânico Arruda Câmara é um jardim zoobotânico localizado em João Pessoa, Paraíba. Com área de 26,8 hectares, a reserva é tombada pelo IPHAEP (Instituto do Patrimônio Histórico e Artístico do Estado da Paraíba) desde 26 de agosto de 1980. Coberto por resquício de Mata Atlântica, o parque apresenta quinhentos animais de oitenta espécies, entre os quais elefantes, leões, araras e jacarés...","R. Eng. Walredo Rodriguez, s/n - Roger, João Pessoa - PB",-7.1219,-34.8731,"Terça a Domingo, 08:00 - 17:00",1,4.4,False,https://upload.wikimedia.org/wikipedia/commons/9/9d/Bica_Jo%C3%A3o_Pessoa.jpg|https://upload.wikimedia.org/wikipedia/commons/4/4e/Parque_Arruda_C%C3%A2mara_Bica.jpg|https://upload.wikimedia.org/wikipedia/commons/5/5c/Parque_Arruda_C%C3%A2mara_-_Bica_-_panoramio_%282%29.jpg,Fonte natural de água potável|Zoológico e refúgio animal|Área de Mata Atlântica no centro
6379829c-bd32-59c3-8660-3ae988cf1dd7,Praia do Bessa,Praia,Extensa praia urbana conhecida pelo apelido de Caribessa.,"Praia com cerca de 6 km de extensão dotada de mar calmo de águas transparentes. Protegida por barreiras de corais, abriga o famoso projeto de preservação marinha e esportes aquáticos.","Orla do Bessa, João Pessoa - PB",-7.0864,-34.8281,24h (Espaço Público),2,4.6,False,https://upload.wikimedia.org/wikipedia/commons/f/fe/Praia_do_Bessa_Joao_Pessoa.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1d/Orla_de_Joao_Pessoa_vista_do_alto.jpg,Piscinas naturais do Caribessa|Prática de Caiaque e Stand-up Paddle|Quiosques de praia agradáveis
32d412af-e1e1-533e-bb84-ecda84edefa3,Feirinha de Tambaú,Compras,Feirinha tradicional noturna localizada na orla de Tambaú.,"Ponto clássico de encontro na orla onde artesãos vendem rendas, redes, camisetas, doces locais e lembranças de João Pessoa. O local conta com ampla praça de alimentação com tapiocas típicas.","Av. Almirante Tamandaré - Tambaú, João Pessoa - PB",-7.1158,-34.8239,"Diariamente, 16:00 - 23:00",2,4.5,False,https://upload.wikimedia.org/wikipedia/commons/7/7b/Feirinha_de_Tamba%C3%BA.jpg|https://upload.wikimedia.org/wikipedia/commons/c/cd/Feirinha_Tamba%C3%BA_Jampa.jpg,Tapiocas recheadas tradicionais|Artesanato autêntico e suvenires|Música ao vivo e artistas de rua
a7dd459f-e20f-578e-b55a-7fbd5680412a,Praia de Cabo Branco,Praia,Praia urbana de orla arborizada e ideal para a prática de esportes.,"Praia que faz continuação a Tambaú, caracterizada pela orla larga fechada todas as manhãs das 05h às 08h para a prática de caminhada, ciclismo e corrida dos moradores e turistas.","Av. Cabo Branco - Cabo Branco, João Pessoa - PB",-7.1294,-34.8197,24h (Espaço Público),2,4.6,False,https://upload.wikimedia.org/wikipedia/commons/9/90/Praia_de_Cabo_Branco_Joao_Pessoa.jpg|https://upload.wikimedia.org/wikipedia/commons/0/0f/P%C3%B4r_do_sol_na_praia_de_Cabo_Branco.jpg,Interdição matinal para pedestres|Ótima ciclovia à beira-mar|Visual deslumbrante das falésias ao fundo
77a49037-59f3-5248-8838-e9e34f7a462f,Casa da Pólvora,Histórico,Antigo paiol de pólvora militar da época colonial no centro histórico.,"A Casa da Pólvora e dos Armamentos, ou simplesmente Casa da Pólvora, refere-se ao único remanescente dos três depósitos históricos de pólvora e armamentos construídos na cidade de João Pessoa. Um deles ficava na rua Nova (atual rua General Osório, 21), outro no Passeio Geral (rua Rodrigues Chaves) e o terceiro era a Casa da Pólvora da ladeira de São Francisco, que é uma das primeiras ruas da cidad...","Ladeira de São Francisco - Centro, João Pessoa - PB",-7.115,-34.8881,"Segunda a Sexta, 08:00 - 17:00",1,4.5,False,https://upload.wikimedia.org/wikipedia/commons/a/aa/Casa_da_Polvora_Joao_Pessoa_PB.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e4/Centro_Hist%C3%B3rico_de_Jo%C3%A3o_Pessoa.jpg|https://upload.wikimedia.org/wikipedia/commons/1/12/Casa_da_P%C3%B3lvora_%282RC_3236%29.jpg,Patrimônio Histórico Nacional (IPHAN)|Exposições artísticas rotativas|Arquitetura militar colonial em pedra de cantaria
92c69289-4c3f-5107-bab2-ba89f6f5a48b,Praia de Tabatinga,Natureza,Praia selvagem e intocada cercada por grandes falésias.,"Tabatinga é um praia brasileira, localizada no litoral do município do Conde, no estado da Paraíba. É uma praia paradisíaca, de beleza rara
, possui águas mornas, boa faixa de terra para caminhar e um visual digno de filme com a presença das falésias.
Atualmente, a praia é dividida por um maceió, em Tabatinga I e II, e essa divisão forma um coração de águas, que pode ser averiguado a partir do alt...","Costa do Conde, Conde - PB",-7.3006,-34.8156,24h (Espaço Público),2,4.7,False,https://upload.wikimedia.org/wikipedia/commons/8/80/Praia_de_Tabatinga_Conde.jpg|https://upload.wikimedia.org/wikipedia/commons/0/02/Praia_de_Coqueirinho_-_Paraiba.jpg|https://upload.wikimedia.org/wikipedia/commons/6/66/Praia_de_Tabatinga%2C_conde_paraiba_brasil.jpg,Maceió de água doce no canto da praia|Arrebatadoras falésias coloridas|Ideal para descanso e desconexão
887865c3-063c-5ff2-a787-d48867ba377c,Praia Bela,Natureza,Praia com mesas na água no encontro do Rio Mucatu com o mar.,"Praia Bela é uma praia brasileira, localizada no município de Pitimbu. faz jus ao nome e, mais do que isso: é um excelente lugar para quem busca opções de lazer, experiências gastronômicas ou, simplesmente, o descanso.
A praia mais procurada pelas pessoas que querem desfrutar de um bom banho de Rio Mucatu e degustar deliciosas iguarias sem sair d'água. Em Praia Bela o turista é servido dentro do b...","Litoral Sul, Pitimbu - PB",-7.4614,-34.8231,24h (Espaço Público),3,4.6,False,https://upload.wikimedia.org/wikipedia/commons/b/bf/Praia_Bela_Pitimbu.jpg|https://upload.wikimedia.org/wikipedia/commons/5/59/Praia_de_Pitimbu_PB.jpg|https://upload.wikimedia.org/wikipedia/commons/a/a9/Praia_Bela_01.JPG,Mesas rústicas instaladas dentro do rio|Encontro de água doce e salgada|Excelente culinária de frutos do mar
f7399052-1eca-5561-9c05-ab29b5c84db4,Mosteiro de São Bento,Histórico,Conjunto histórico barroco edificado pelos monges beneditinos.,"O Mosteiro de São Bento, localizado no centro histórico da cidade brasileira de João Pessoa, capital do estado da Paraíba, é um conjunto em estilo barroco, construído  pelos monges Beneditinos, formado pelo mosteiro e a igreja, considerado um dos mais importantes do Brasil. A construção do mosteiro data do século XVII, e da igreja, do século XVIII, sendo esta tombada pelo IPHAN (Instituto do Patri...","R. Beraldo de Oliveira, s/n - Centro, João Pessoa - PB",-7.113,-34.887,"Segunda a Sexta, 08:00 - 12:00 e 14:00 - 17:00",1,4.6,False,https://upload.wikimedia.org/wikipedia/commons/c/c4/Igreja_de_Sao_Bento_Joao_Pessoa.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6f/Varadouro_J_Pessoa_P_B.jpg|https://upload.wikimedia.org/wikipedia/commons/5/59/Mosteiro_de_S%C3%A3o_Bento%2C_JPA.jpg,Concerto de música sacra em ocasiões especiais|Construção histórica do século XVI|Entrada franca
a1d35a82-f5c7-4328-9844-0b73c4ee97c2,Centro Histórico (Praça Antenor Navarro),Histórico,Conjunto de sobrados coloniais coloridos da praça histórica.,Praça central do centro histórico cercada por casarões e sobrados coloridos restaurados do final do século XIX e início do século XX. O local abriga ateliês de artistas plásticos e centros culturais.,"Praça Antenor Navarro - Centro, João Pessoa - PB",-7.1116,-34.8884,24h (Espaço Público),1,4.6,False,https://upload.wikimedia.org/wikipedia/commons/6/6f/Varadouro_J_Pessoa_P_B.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e4/Centro_Hist%C3%B3rico_de_Jo%C3%A3o_Pessoa.jpg,Casario colorido do século XIX|Polo cultural e fotográfico|Próximo ao Hotel Globo
e4299b82-f5e5-4c07-b088-ff8f9cb5e483,Praia do Amor,Natureza,Famosa praia marcada pela presença da icônica pedra furada.,"Praia do Amor é uma praia brasileira, localizada no município do Conde no estado da Paraíba. É famosa por ter uma atração peculiar: a pedra furada – uma rocha vulcânica com formato semelhante ao de um coração.  –, que, segundo os moradores, garante a felicidade do casal que passar por dentro dela. Pois a Pedra Furada, guarda lembranças de rituais Indígenas ligados ao casamento. É uma praia com fal...","Praia do Amor, Conde - PB",-7.2934,-34.8083,24h (Espaço Público),1,4.5,False,https://upload.wikimedia.org/wikipedia/commons/8/8a/Praia_do_Amor_Conde_PB.jpg|https://upload.wikimedia.org/wikipedia/commons/a/ad/Praia_de_Carapibus_Conde.jpg|https://upload.wikimedia.org/wikipedia/commons/d/dc/Pedra_furada_na_praia_do_amor_na_paraiba.jpg,Pedra furada icônica|Cenário romântico|Mar calmo e falésias
c765fa89-4d6c-4b5b-9d43-09be75fb0987,Praia de Carapibus,Natureza,Praia com recifes que formam belíssimas piscinas naturais.,"Praia encantadora do Litoral Sul que conta com barreiras de corais e recifes. Na maré baixa, formam-se piscinas de águas mornas excelentes para banhos relaxantes.","Praia de Carapibus, Conde - PB",-7.2882,-34.8114,24h (Espaço Público),2,4.7,False,https://upload.wikimedia.org/wikipedia/commons/a/ad/Praia_de_Carapibus_Conde.jpg|https://upload.wikimedia.org/wikipedia/commons/8/8a/Praia_do_Amor_Conde_PB.jpg,Piscinas naturais na maré baixa|Falésias coloridas|Excelente infraestrutura de pousadas
b786fa02-cb5f-4a0b-9c76-5fa453765103,Ponta de Campina,Praia,Praia de águas mornas ideal para a prática de esportes náuticos.,"Ponta de Campina é uma praia e bairro localizado no município de Cabedelo, no estado da Paraíba, Brasil. Faz parte da região metropolitana de João Pessoa e destaca-se por suas areias douradas, mar tranquilo, e ambiente voltado para o turismo familiar.","Av. Litorânea - Ponta de Campina, Cabedelo - PB",-7.0264,-34.8291,24h (Espaço Público),2,4.6,False,https://upload.wikimedia.org/wikipedia/commons/8/86/Ponta_de_Campina_Cabedelo.jpg|https://upload.wikimedia.org/wikipedia/commons/8/87/Praia_de_Intermares_Cabedelo.jpg,Águas calmas e mornas|Ideal para prática de Windsurf e Caiaque|Vista para Areia Vermelha
d879ba22-e2ff-44e2-897b-cf128a38b1d4,Praia de Intermares,Praia,Famosa praia de surfe e preservação de tartarugas marinhas.,"Conhecida como a praia do surfe na Grande João Pessoa, apresenta mar com ondas fortes e constantes. Também abriga o projeto de preservação ambiental e desova de tartarugas marinhas.","Orla de Intermares, Cabedelo - PB",-7.0628,-34.8267,24h (Espaço Público),2,4.5,False,https://upload.wikimedia.org/wikipedia/commons/8/87/Praia_de_Intermares_Cabedelo.jpg|https://upload.wikimedia.org/wikipedia/commons/8/86/Ponta_de_Campina_Cabedelo.jpg,Point do surf na Paraíba|Área de proteção das tartarugas marinhas|Calçadão para caminhadas
e89b4a22-fd32-498b-bc11-a89c372a8123,Jardim Botânico Benjamin Maranhão,Natureza,Uma das maiores florestas urbanas de Mata Atlântica sobre dunas.,"Reserva de Mata Atlântica que funciona como importante pulmão verde e centro de preservação ecológica urbana, oferecendo caminhadas guiadas pelas trilhas ecológicas nativas.","Av. Dom Pedro II, s/n - Torre, João Pessoa - PB",-7.1378,-34.8569,"Terça a Sábado, 08:00 - 16:30",1,4.5,False,https://upload.wikimedia.org/wikipedia/commons/0/02/Jardim_Botanico_Benjamin_Maranhao.jpg|https://upload.wikimedia.org/wikipedia/commons/c/cc/Lagoa_Jampa.jpg,Maior floresta urbana sobre dunas|Trilhas ecológicas guiadas|Entrada franca
d09b2a76-cb32-4786-bb21-39a2b8e39f72,Planetário do Espaço Cultural,Cultura,Planetário digital no Espaço Cultural José Lins do Rêgo.,"Planetário digital instalado no Espaço Cultural, que conta com cúpula de projeção moderna para simulações astronômicas tridimensionais do céu e exibições educativas.","R. Abdias Gomes de Almeida, 800 - Tambauzinho, João Pessoa - PB",-7.1239,-34.8428,"Quinta e Domingo, sessões às 16:00 e 18:00",2,4.7,False,https://upload.wikimedia.org/wikipedia/commons/f/fb/Espa%C3%A7o_Cultural_Jos%C3%A9_Lins_do_Rego.jpg|https://upload.wikimedia.org/wikipedia/commons/1/1d/Estacao_Cabo_Branco_2.jpg,Projeção digital moderna da abóbada|Sessões educativas sobre astronomia|Preço acessível
c89bfa22-ab32-4ef8-bc23-a892df3b4aa2,Restaurante Mangai,Gastronomia,Famoso restaurante típico de culinária nordestina regional.,"Uma das mais célebres referências gastronômicas do Nordeste, o Mangai serve um banquete completo com pratos tradicionais como carne de sol, baião de dois, queijo coalho e cuscuz, em um ambiente temático sertanejo.","Av. General Edson Ramalho, 696 - Manaíra, João Pessoa - PB",-7.1008,-34.8288,"Diariamente, 11:30 - 22:00",3,4.8,True,https://upload.wikimedia.org/wikipedia/commons/8/8e/Carne_de_sol_com_macaxeira.jpg|https://upload.wikimedia.org/wikipedia/commons/f/fb/Bai%C3%A3o_de_dois_e_carne_de_sol.jpg,Referência nacional em culinária nordestina|Ambiente temático sertanejo|Grande variedade de pratos típicos
f89bfa33-cb32-47ef-bc78-a89c2df39a33,Bar do Cuscuz,Gastronomia,Icônico bar e restaurante regional localizado à beira-mar.,"Localizado na badalada orla do Cabo Branco, o restaurante é muito procurado pela variedade de pratos à base de cuscuz recheado, chopps artesanais gelados e porções de petiscos regionais nordestinos.","Av. Cabo Branco, 3056 - Cabo Branco, João Pessoa - PB",-7.1245,-34.8189,"Diariamente, 11:00 - 01:00",3,4.7,True,https://upload.wikimedia.org/wikipedia/commons/8/82/Cuscuz_nordestino_com_ovo.jpg|https://upload.wikimedia.org/wikipedia/commons/9/91/Cuscuz_nordestino_com_manteiga.jpg,Orla de Cabo Branco|Famoso cuscuz recheado e chopp gelado|Música ao vivo e esportes
e0fa6402-cb32-4e8c-bb76-4b0ddf876322,Skybar Tour Geneve,Lazer,O mirante e bar mais alto do Nordeste brasileiro.,"Localizado no topo do edifício Tour Geneve no Altiplano, o Skybar oferece uma inigualável vista aérea panorâmica de 360 graus de João Pessoa, servindo drinks exclusivos ao som de Djs e bandas locais.","R. Maria das Dores Souza, 81 - Altiplano, João Pessoa - PB",-7.1352,-34.8055,"Quarta a Segunda, 17:00 - 00:00",3,4.6,False,https://upload.wikimedia.org/wikipedia/commons/1/1d/Orla_de_Joao_Pessoa_vista_do_alto.jpg|https://upload.wikimedia.org/wikipedia/commons/9/90/Praia_de_Cabo_Branco_Joao_Pessoa.jpg,O bar mais alto do Nordeste|Vista panorâmica 360 graus|Bons drinks e música ao vivo
b789ca22-ab32-4d78-bc88-a89c2df3ab99,Mercado Público de Mangabeira,Compras,Espaço pulsante de compras e cultura popular local.,"Importante centro de comércio tradicional do populoso bairro de Mangabeira, repleto de lojas de temperos nordestinos, artesanato regional, peixarias e boxes que servem comida regional.","R. Josefa Taveira - Mangabeira, João Pessoa - PB",-7.1611,-34.8322,"Diariamente, 06:00 - 18:00",1,4.2,False,https://upload.wikimedia.org/wikipedia/commons/0/07/Mercado_p%C3%BAblico_de_produtos.jpg|https://upload.wikimedia.org/wikipedia/commons/3/30/Crafts_in_Jo%C3%A3o_Pessoa.jpg,Comércio popular pulsante|Culinária local autêntica|Artesanato e temperos regionais
c0fa7602-cb32-4f8c-bb66-4b0ddf8d6722,Largo de São Frei Pedro Gonçalves,Histórico,Praça colonial preservada no coração do Varadouro.,"Praça no Centro Histórico cercada por importantes casarões do período colonial e imperial brasileiro, abrigando a antiga Igreja de São Frei Pedro Gonçalves do século XVII.","Largo de São Frei Pedro Gonçalves - Varadouro, João Pessoa - PB",-7.1132,-34.8901,24h (Espaço Público),1,4.6,False,https://upload.wikimedia.org/wikipedia/commons/2/23/Largo_Frei_Pedro_Goncalves.jpg|https://upload.wikimedia.org/wikipedia/commons/6/6f/Varadouro_J_Pessoa_P_B.jpg,Igreja colonial histórica|Casarões coloniais coloridos|Vista do estuário do Sanhauá
d89bfa22-cb32-4786-bb21-39a2b8e39f99,Catedral Metropolitana de Nossa Senhora das Neves,Histórico,A histórica igreja matriz dedicada à padroeira da cidade.,"Fundada originalmente no final do século XVI (1586), a Catedral Metropolitana de Nossa Senhora das Neves localiza-se no topo da colina do Centro Histórico, sendo a sede da Arquidiocese da Paraíba.","Praça Dom Ulrico - Centro, João Pessoa - PB",-7.1167,-34.8841,"Terça a Domingo, 08:00 - 18:00",1,4.7,False,https://upload.wikimedia.org/wikipedia/commons/d/d1/Catedral_Nossa_Senhora_das_Neves.jpg|https://upload.wikimedia.org/wikipedia/commons/e/e4/Centro_Hist%C3%B3rico_de_Jo%C3%A3o_Pessoa.jpg,Sede da Arquidiocese da Paraíba|Estilo arquitetônico eclético|Interior ricamente decorado
e0fa6402-cb32-4ef8-bb76-4b0ddf876355,Praia de Barra de Gramame,Natureza,Cenário rústico onde o Rio Gramame encontra o mar.,"Bela praia localizada no limite entre João Pessoa e Conde, célebre pela barra que une as águas do Rio Gramame com o oceano Atlântico. Na maré baixa, formam-se bancos de areia e mangues exuberantes.","Barra de Gramame, João Pessoa - PB",-7.2472,-34.8089,24h (Espaço Público),1,4.6,False,https://upload.wikimedia.org/wikipedia/commons/4/4e/Barra_de_Gramame_Jampa.jpg|https://upload.wikimedia.org/wikipedia/commons/0/0f/P%C3%B4r_do_sol_na_praia_de_Cabo_Branco.jpg,Encontro de rio e mar|Água doce morna na maré baixa|Passeios de caiaque e jangadas
